codigo,descricao,la,outros_documentos
45.41-2-02,Comércio por atacado de peças e acessórios para motocicletas e motonetas,Não,-
45.41-2-03,Comércio a varejo de motocicletas e motonetas novas,Não,-
45.41-2-04,Comércio a varejo de motocicletas e motonetas usadas,Não,-
45.41-2-06,Comércio a varejo de peças e acessórios novos para motocicletas e motonetas,Não,-
45.41-2-07,Comércio a varejo de peças e acessórios usados para motocicletas e motonetas,Não,-
45.42-1-02,Comércio sob consignação de motocicletas e motonetas,Não,-
45.12-9-01,Representantes comerciais e agentes do comércio de veículos automotores,Não,-
45.30-7-06,Representantes comerciais e agentes do comércio de peças e acessórios novos e usados para veículos automotores,Não,-
45.42-1-01,"Representantes comerciais e agentes do comércio de motocicletas e motonetas, peças e acessórios",Não,-
45.20-0-01,Serviços de manutenção e reparação mecânica de veículos automotores,Sim,-
45.20-0-02,Serviços de lanternagem ou funilaria e pintura de veículos automotores,Sim,-
45.20-0-05,"Serviços de lavagem, lubrificação e polimento de veículos automotores",Sim,-
45.20-0-06,Serviços de borracharia para veículos automotores,Sim,-
45.30-7-02,Comércio por atacado de pneumáticos e câmaras-de-ar,Não,-
45.30-7-04,Comércio a varejo de peças e acessórios usados para veículos automotores,Sim,-
45.30-7-05,Comércio a varejo de pneumáticos e câmaras-de-ar,"Sim***",Verificar se não é borracharia. Caso seja pedir LA
45.43-9-00,Manutenção e reparação de motocicletas e motonetas,Sim,-
46.11-7-00,Representantes comerciais e agentes do comércio de matérias-primas agrícolas e animais vivos,Não,-
46.12-5-00,"Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos",Não,-
46.13-3-00,"Representantes comerciais e agentes do comércio de madeira, material de construção e ferragens",Não,-
46.14-1-00,"Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves",Não,-
46.15-0-00,"Representantes comerciais e agentes do comércio de eletrodomésticos, móveis e artigos de uso doméstico",Não,-
46.16-8-00,"Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem",Não,-
46.17-6-00,"Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo",Não,-
46.18-4-01,"Representantes comerciais e agentes do comércio de medicamentos, cosméticos e produtos de perfumaria",Não,-
46.18-4-02,Representantes comerciais e agentes do comércio de instrumentos e materiais odonto-médico-hospitalares,Não,-
46.18-4-03,"Representantes comerciais e agentes do comércio de jornais, revistas e outras publicações",Não,-
46.18-4-99,Outros representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente,Não,-
46.19-2-00,Representantes comerciais e agentes do comércio de mercadorias em geral não especializado,Não,-
46.21-4-00,Comércio atacadista de café em grão,Não,-
46.22-2-00,Comércio atacadista de soja,Não,-
46.23-1-05,Comércio atacadista de cacau,Não,-
46.31-1-00,Comércio atacadista de leite e laticínios,Não,-
46.32-0-01,Comércio atacadista de cereais e leguminosas beneficiados,Não,-
46.32-0-02,"Comércio atacadista de farinhas, amidos e féculas",Não,-
46.32-0-03,"Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas, com atividade de fracionamento e acondicionamento associada",Não,-
46.33-8-01,"Comércio atacadista de frutas, verduras, raízes, tubérculos, hortaliças e legumes frescos",Não,-
46.35-4-01,Comércio atacadista de água mineral,Não,-
46.35-4-02,"Comércio atacadista de cerveja, chope e refrigerante",Não,-
46.35-4-03,Comércio atacadista de bebidas com atividade de fracionamento e acondicionamento associada,Não,-
46.35-4-99,Comércio atacadista de bebidas não especificadas anteriormente,Não,-
46.37-1-01,"Comércio atacadista de café torrado, moído e solúvel",Não,-
46.37-1-02,Comércio atacadista de açúcar,Não,-
46.37-1-03,Comércio atacadista de óleos e gorduras,Não,-
46.37-1-04,"Comércio atacadista de pães, bolos, biscoitos e similares",Não,-
46.37-1-05,Comércio atacadista de massas alimentícias,Sim,-
46.37-1-06,Comércio atacadista de sorvetes,Não,-
46.37-1-07,"Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes",Não,-
46.37-1-99,Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente,Sim,-
46.39-7-01,Comércio atacadista de produtos alimentícios em geral,Sim,-
46.39-7-02,"Comércio atacadista de produtos alimentícios em geral, com atividade de fracionamento e acondicionamento associada",Sim,-
46.86-9-02,Comércio atacadista de embalagens,Não,-
46.23-1-01,Comércio atacadista de animais vivos,Sim,-
46.23-1-08,Comércio atacadista de matérias-primas agrícolas com atividade de fracionamento e acondicionamento associada,Não,-
46.33-8-02,Comércio atacadista de aves vivas e ovos,Sim,-
46.33-8-03,Comércio atacadista de coelhos e outros pequenos animais vivos para alimentação,Sim,-
46.74-5-00,Comércio atacadista de cimento,Não,-
46.79-6-01,"Comércio atacadista de tintas, vernizes e similares",Não,-
46.79-6-04,Comércio atacadista especializado de materiais de construção não especificados anteriormente,Não,-
46.79-6-99,Comércio atacadista de materiais de construção em geral,Não,-
46.81-8-01,"Comércio atacadista de álcool carburante, biodiesel, gasolina e demais derivados de petróleo, exceto lubrificantes, não realizado por transportador retalhista (TRR)",Sim,Parecer da defesa civil. Ocupação bombeiros para especial - liquido/gas inflamavel/ combustivel
46.81-8-02,Comércio atacadista de combustíveis realizado por transportador retalhista (TRR),Sim,Parecer da defesa civil. Ocupação bombeiros para especial - liquido/gas inflamavel/ combustivel. Autorização ANP
46.81-8-03,"Comércio atacadista de combustíveis de origem vegetal, exceto álcool carburante",Sim,Parecer da defesa civil. Ocupação bombeiros para especial - liquido/gas inflamavel/ combustivel. Autorização ANP
46.81-8-04,Comércio atacadista de combustíveis de origem mineral em bruto,Sim,Parecer da defesa civil. Ocupação bombeiros para especial - liquido/gas inflamavel/ combustivel. Autorização ANP
46.81-8-05,Comércio atacadista de lubrificantes,Sim,-
46.82-6-00,Comércio atacadista de gás liquefeito de petróleo (GLP),Não,Ocupação bombeiro especial - M-8 ou M-9. Autortização ANP
46.83-4-00,"Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo",Não,-
46.84-2-01,Comércio atacadista de resinas e elastômeros,Não,-
46.84-2-02,Comércio atacadista de solventes,Não,-
46.84-2-99,Comércio atacadista de outros produtos químicos e petroquímicos não especificados anteriormente,Não,-
46.86-9-01,Comércio atacadista de papel e papelão em bruto,Não,-
46.87-7-01,Comércio atacadista de resíduos de papel e papelão,Sim,-
46.87-7-02,"Comércio atacadista de resíduos e sucatas não metálicos, exceto de papel e papelão",Sim,-
46.87-7-03,Comércio atacadista de resíduos e sucatas metálicos,Sim,-
46.23-1-02,"Comércio atacadista de couros, lãs, peles e outros subprodutos não comestíveis de origem animal",Não,-
46.23-1-03,Comércio atacadista de algodão,Não,-
46.23-1-04,Comércio atacadista de fumo em folha não beneficiado,Não,-
46.23-1-06,"Comércio atacadista de sementes, flores, plantas e gramas",Não,-
46.23-1-07,Comércio atacadista de sisal,Não,-
46.23-1-09,Comércio atacadista de alimentos para animais,Não,-
46.23-1-99,Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente,Não,-
46.36-2-01,Comércio atacadista de fumo beneficiado,Não,-
46.36-2-02,"Comércio atacadista de cigarros, cigarrilhas e charutos",Não,-
46.41-9-01,Comércio atacadista de tecidos,Não,-
46.41-9-02,"Comércio atacadista de artigos de cama, mesa e banho",Não,-
46.41-9-03,Comércio atacadista de artigos de armarinho,Não,-
46.42-7-01,"Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança",Não,-
46.42-7-02,Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho,Não,-
46.43-5-01,Comércio atacadista de calçados,Não,-
46.43-5-02,"Comércio atacadista de bolsas, malas e artigos de viagem",Não,-
46.44-3-01,Comércio atacadista de medicamentos e drogas de uso humano,Não,-
46.44-3-02,Comércio atacadista de medicamentos e drogas de uso veterinário,Não,-
46.45-1-01,"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios",Não,-
46.45-1-02,Comércio atacadista de próteses e artigos de ortopedia,Não,-
46.45-1-03,Comércio atacadista de produtos odontológicos,Não,-
46.46-0-01,Comércio atacadista de cosméticos e produtos de perfumaria,Não,-
46.46-0-02,Comércio atacadista de produtos de higiene pessoal,Não,-
46.47-8-01,Comércio atacadista de artigos de escritório e de papelaria,Não,-
46.47-8-02,"Comércio atacadista de livros, jornais e outras publicações",Não,-
46.49-4-01,Comércio atacadista de equipamentos elétricos de uso pessoal e doméstico,Não,-
46.49-4-02,Comércio atacadista de aparelhos eletrônicos de uso pessoal e doméstico,Não,-
46.49-4-03,"Comércio atacadista de bicicletas, triciclos e outros veículos recreativos",Não,-
46.49-4-04,Comércio atacadista de móveis e artigos de colchoaria,Não,-
46.49-4-05,Comércio atacadista de artigos de tapeçaria; persianas e cortinas,Não,-
46.49-4-06,"Comércio atacadista de lustres, luminárias e abajures",Não,-
46.49-4-07,"Comércio atacadista de filmes, CDs, DVDs, fitas e discos",Não,-
46.49-4-08,"Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar",Não,-
46.49-4-09,"Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar, com atividade de fracionamento e acondicionamento associada",Não,-
46.49-4-10,"Comércio atacadista de jóias, relógios e bijuterias, inclusive pedras preciosas e semipreciosas lapidadas",Não,-
46.49-4-99,Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente,Não,-
46.51-6-01,Comércio atacadista de equipamentos de informática,Não,-
46.51-6-02,Comércio atacadista de suprimentos para informática,Não,-
46.52-4-00,Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação,Não,-
46.61-3-00,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças",Não,-
46.62-1-00,"Comércio atacadista de máquinas, equipamentos para terraplenagem, mineração e construção; partes e peças",Não,-
46.63-0-00,Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças,Não,-
46.64-8-00,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças",Não,-
46.65-6-00,Comércio atacadista de máquinas e equipamentos para uso comercial; partes e peças,Não,-
46.69-9-01,Comércio atacadista de bombas e compressores; partes e peças,Não,-
46.69-9-99,Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente; partes e peças,Não,-
46.71-1-00,Comércio atacadista de madeira e produtos derivados,Não,-
46.72-9-00,Comércio atacadista de ferragens e ferramentas,Não,-
46.73-7-00,Comércio atacadista de material elétrico,Não,-
46.79-6-02,Comércio atacadista de mármores e granitos,Não,-
46.79-6-03,"Comércio atacadista de vidros, espelhos e vitrais",Não,-
46.85-1-00,"Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção",Não,-
46.89-3-01,"Comércio atacadista de produtos da extração mineral, exceto combustíveis",Sim,Parecer da defesa civil. Ocupação bombeiros para especial - liquido/gas inflamavel/ combustivel. Autorização ANP
46.89-3-02,Comércio atacadista de fios e fibras beneficiados,Não,-
46.89-3-99,Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente,Não,-
46.91-5-00,"Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios",Não,-
46.92-3-00,"Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários",Não,-
46.93-1-00,"Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários",Não,-
46.34-6-01,Comércio atacadista de carnes bovinas e suínas e derivados,Sim***,-
46.34-6-02,Comércio atacadista de aves abatidas e derivados,Não,-
46.34-6-03,Comércio atacadista de pescados e frutos do mar,Não,-
46.34-6-99,Comércio atacadista de carnes e derivados de outros animais,Não,-
47.11-3-01,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados",Sim,-
47.11-3-02,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados",Sim,-
47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",Não,-
47.13-0-02,"Lojas de variedades, exceto lojas de departamentos ou magazines",Não,-
47.13-0-04,"Lojas de departamentos ou magazines, exceto lojas francas (Duty free)",Não,-
47.13-0-05,"Lojas francas (Duty Free) de aeroportos, portos e em fronteiras terrestres",Não,-
47.22-9-01,Comércio varejista de carnes - açougues,Sim,-
47.22-9-02,Peixaria,Sim,-
47.29-6-01,Tabacaria,Não,-
47.29-6-99,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,Não,-
47.42-3-00,Comércio varejista de material elétrico,Não,-
47.43-1-00,Comércio varejista de vidros,Não,-
47.44-0-01,Comércio varejista de ferragens e ferramentas,Não,-
47.44-0-02,Comércio varejista de madeira e artefatos,Não,-
47.44-0-03,Comércio varejista de materiais hidráulicos,Não,-
47.44-0-04,"Comércio varejista de cal, areia, pedra britada, tijolos e telhas",Não,-
47.44-0-05,Comércio varejista de materiais de construção não especificados anteriormente,Não,-
47.44-0-06,Comércio varejista de pedras para revestimento,Não,-
47.44-0-99,Comércio varejista de materiais de construção em geral,Não,-
47.51-2-01,Comércio varejista especializado de equipamentos e suprimentos de informática,Não,-
47.51-2-02,Recarga de cartuchos para equipamentos de informática,Não,-
47.52-1-00,Comércio varejista especializado de equipamentos de telefonia e comunicação,Não,-
47.53-9-00,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo,Não,-
47.54-7-01,Comércio varejista de móveis,Não,-
47.54-7-02,Comércio varejista de artigos de colchoaria,Não,-
47.54-7-03,Comércio varejista de artigos de iluminação,Não,-
47.55-5-01,Comércio varejista de tecidos,Não,-
47.55-5-02,Comercio varejista de artigos de armarinho,Não,-
47.55-5-03,"Comercio varejista de artigos de cama, mesa e banho",Não,-
47.56-3-00,Comércio varejista especializado de instrumentos musicais e acessórios,Não,-
47.57-1-00,"Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação",Não,-
47.59-8-01,"Comércio varejista de artigos de tapeçaria, cortinas e persianas",Não,-
47.59-8-99,Comércio varejista de outros artigos de uso doméstico não especificados anteriormente,Não,-
47.61-0-01,Comércio varejista de livros,Não,-
47.61-0-02,Comércio varejista de jornais e revistas,Não,-
47.61-0-03,Comércio varejista de artigos de papelaria,Não,-
47.62-8-00,"Comércio varejista de discos, CDs, DVDs e fitas",Não,-
47.63-6-01,Comércio varejista de brinquedos e artigos recreativos,Não,-
47.63-6-02,Comércio varejista de artigos esportivos,Não,-
47.63-6-03,Comércio varejista de bicicletas e triciclos; peças e acessórios,Não,-
47.63-6-04,"Comércio varejista de artigos de caça, pesca e camping",Não,-
47.63-6-05,Comércio varejista de embarcações e outros veículos recreativos; peças e acessórios,Não,-
47.71-7-02,"Comércio varejista de produtos farmacêuticos, com manipulação de fórmulas",Não,-
47.71-7-03,Comércio varejista de produtos farmacêuticos homeopáticos,Não,-
47.71-7-04,Comércio varejista de medicamentos veterinários,Não,-
47.81-4-00,Comércio varejista de artigos do vestuário e acessórios,Não,-
47.82-2-01,Comércio varejista de calçados,Não,-
47.82-2-02,Comércio varejista de artigos de viagem,Não,-
47.83-1-01,Comércio varejista de artigos de joalheria,Não,-
47.83-1-02,Comércio varejista de artigos de relojoaria,Não,-
47.85-7-01,Comércio varejista de antiguidades,Não,-
47.85-7-99,Comércio varejista de outros artigos usados,Não,-
47.89-0-01,"Comércio varejista de suvenires, bijuterias e artesanatos",Não,-
47.89-0-02,Comércio varejista de plantas e flores naturais,Não,-
47.89-0-03,Comércio varejista de objetos de arte,Não,-
47.89-0-05,Comércio varejista de produtos saneantes domissanitários,Não,-
47.89-0-07,Comércio varejista de equipamentos para escritório,Não,-
47.89-0-08,Comércio varejista de artigos fotográficos e para filmagem,Não,-
47.89-0-99,Comércio varejista de outros produtos não especificados anteriormente,Não,-
47.21-1-02,Padaria e confeitaria com predominância de revenda,Não,-
47.21-1-03,Comércio varejista de laticínios e frios,Não,-
47.21-1-04,"Comércio varejista de doces, balas, bombons e semelhantes",Não,-
47.23-7-00,Comércio varejista de bebidas,Não,-
47.24-5-00,Comércio varejista de hortifrutigranjeiros,Não,-
47.29-6-02,Comércio varejista de mercadorias em lojas de conveniência,Não,-
47.71-7-01,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas",Não,-
47.72-5-00,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",Não,-
47.73-3-00,Comércio varejista de artigos médicos e ortopédicos,Não,-
47.74-1-00,Comércio varejista de artigos de óptica,Não,-
47.31-8-00,Comércio varejista de combustíveis para veículos automotores,Sim,Parecer da defesa civil. Ocupação bombeiros para especial - liquido/gas inflamavel/ combustivel. Autorização ANP
47.32-6-00,Comércio varejista de lubrificantes,Sim,-
47.41-5-00,Comércio varejista de tintas e materiais para pintura,Não,-
47.84-9-00,Comércio varejista de gás liqüefeito de petróleo (GLP),Não,Ocupação bombeiro especial - M-8 ou M-9. Autortização ANP
47.89-0-04,Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação,Sim,-
47.89-0-06,Comércio varejista de fogos de artifício e artigos pirotécnicos,Não,Parecer da defesa civil. Ocupação bombeiros para ocupação explosiva
47.89-0-09,Comércio varejista de armas e munições,Não,"Autorização da PF. Se tiver portas abertas, bombeiros com ocupação de comércio de armas."
49.11-6-00,Transporte ferroviário de carga,Não,-
49.12-4-01,Transporte ferroviário de passageiros intermunicipal e interestadual,Não,-
49.12-4-02,Transporte ferroviário de passageiros municipal e em região metropolitana,Não,-
49.12-4-03,Transporte metroviário,Não,-
49.21-3-01,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",Não,-
49.21-3-02,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana",Não,-
49.22-1-01,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana",Não,-
49.22-1-02,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, interestadual",Não,-
49.22-1-03,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, internacional",Não,-
49.23-0-01,Serviço de táxi,Não,Verificar documentos para autorização
49.24-8-00,Transporte escolar,Não,"Cópia carteira de habilitação do motorista (categoria D ou E). Certificado de conclusão do curso específico de condutores. Certidão de não ter cometido nenhuma infração grave ou gravíssima, ou ser reincidente em infrações médias, durante os últimos doze meses (do condutor). Certidão de bons antecedentes, civil e criminal do condutor. Seguro de passageiros e terceiros. Documento do veículo em nome do requerente"
49.30-2-03,Transporte rodoviário de produtos perigosos,Não,Parecer da defesa civil
49.40-0-00,Transporte dutoviário,Não,-
49.50-7-00,"Trens turísticos, teleféricos e similares",Não,-
49.23-0-02,Serviço de transporte de passageiros - locação de automóveis com motorista,Não,Verificar documentos para autorização
49.29-9-01,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, municipal",Não,-
49.29-9-02,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional",Não,-
49.29-9-03,"Organização de excursões em veículos rodoviários próprios, municipal",Não,-
49.29-9-04,"Organização de excursões em veículos rodoviários próprios, intermunicipal, interestadual e internacional",Não,-
49.29-9-99,Outros transportes rodoviários de passageiros não especificados anteriormente,Não,-
49.30-2-01,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal",Não,-
49.30-2-02,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",Não,-
49.30-2-04,Transporte rodoviário de mudanças,Não,-
50.11-4-01,Transporte marítimo de cabotagem - Carga,Não,Autorização da ANTAC.
50.11-4-02,Transporte marítimo de cabotagem - Passageiros,Não,Autorização da ANTAC.
50.12-2-01,Transporte marítimo de longo curso - Carga,Não,Autorização da ANTAC.
50.12-2-02,Transporte marítimo de longo curso - Passageiros,Não,Autorização da ANTAC.
50.21-1-01,"Transporte por navegação interior de carga, municipal, exceto travessia",Não,Autorização da ANTAC.
50.21-1-02,"Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia",Não,Autorização da ANTAC.
50.22-0-01,"Transporte por navegação interior de passageiros em linhas regulares, municipal, exceto travessia",Não,Autorização da ANTAC.
50.22-0-02,"Transporte por navegação interior de passageiros em linhas regulares, intermunicipal, interestadual e internacional, exceto travessia",Não,Autorização da ANTAC.
50.91-2-01,"Transporte por navegação de travessia, municipal",Não,Autorização da ANTAC.
50.91-2-02,"Transporte por navegação de travessia, intermunicipal, interestadual e internacional",Não,Autorização da ANTAC.
50.99-8-01,Transporte aquaviário para passeios turísticos,Não,Autorização da ANTAC.
50.99-8-99,Outros transportes aquaviários não especificados anteriormente,Não,Autorização da ANTAC.
50.30-1-01,Navegação de apoio marítimo,Não,-
50.30-1-02,Navegação de apoio portuário,Não,-
50.30-1-03,Serviço de rebocadores e empurradores,Não,-
51.11-1-00,Transporte aéreo de passageiros regular,Não,-
51.12-9-01,Serviço de táxi aéreo e locação de aeronaves com tripulação,Não,-
51.12-9-99,Outros serviços de transporte aéreo de passageiros não regular,Não,-
51.20-0-00,Transporte aéreo de carga,Não,Autorização da ANAC ou termo de alvará provisório
51.30-7-00,Transporte espacial,Não,-
52.11-7-01,Armazéns gerais - emissão de warrant,Sim***,Ocupação bombeiros para depósito
52.11-7-02,Guarda-móveis,Não,-
52.11-7-99,"Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis",Não,Ocupação bombeiros para depósito
52.21-4-00,"Concessionárias de rodovias, pontes, túneis e serviços relacionados",Não,-
52.22-2-00,Terminais rodoviários e ferroviários,Sim,-
52.23-1-00,Estacionamento de veículos,Não,-
52.31-1-01,Administração da infraestrutura portuária,Não,-
52.31-1-02,Atividades do Operador Portuário,Não,-
52.31-1-03,Gestão de terminais aquaviários,Não,-
52.40-1-01,Operação dos aeroportos e campos de aterrissagem,Não,-
52.50-8-01,Comissaria de despachos,Não,-
52.12-5-00,Carga e descarga,Não,-
52.29-0-01,"Serviços de apoio ao transporte por táxi, inclusive centrais de chamada",Não,-
52.29-0-02,Serviços de reboque de veículos,Não,-
52.29-0-99,Outras atividades auxiliares dos transportes terrestres não especificadas anteriormente,Não,-
52.32-0-00,Atividades de agenciamento marítimo,Não,-
52.39-7-01,Serviços de praticagem,Não,-
52.39-7-99,Atividades auxiliares dos transportes aquaviários não especificadas anteriormente,Não,-
52.40-1-99,"Atividades auxiliares dos transportes aéreos, exceto operação dos aeroportos e campos de aterrissagem",Não,-
52.50-8-02,Atividades de despachantes aduaneiros,Não,-
52.50-8-03,"Agenciamento de cargas, exceto para o transporte marítimo",Não,-
52.50-8-04,Organização logística do transporte de carga,Não,-
52.50-8-05,Operador de transporte multimodal - OTM,Não,-
53.10-5-01,Atividades do Correio Nacional,Não,-
53.10-5-02,Atividades de franqueadas e permissionárias do Correio Nacional,Não,-
53.20-2-01,Serviços de malote não realizados pelo Correio Nacional,Não,-
53.20-2-02,Serviços de entrega rápida,Não,-
55.10-8-01,Hotéis,Sim***,Atestado de vistoria do CBMSC com ocupação de Serviço de Hospedagem.
55.10-8-02,Apart-hotéis,Sim***,Atestado de vistoria do CBMSC com ocupação de Serviço de Hospedagem.
55.10-8-03,Motéis,Não,Atestado de vistoria do CBMSC com ocupação de Serviço de Hospedagem.
55.90-6-01,"Albergues, exceto assistenciais",Não,Atestado de vistoria do CBMSC com ocupação de Serviço de Hospedagem.
55.90-6-02,Campings,Não,-
55.90-6-03,Pensões (alojamento),Não,Atestado de vistoria do CBMSC com ocupação de Serviço de Hospedagem.
55.90-6-99,Outros alojamentos não especificados anteriormente,Não,Atestado de vistoria do CBMSC com ocupação de Serviço de Hospedagem.
56.11-2-01,Restaurantes e similares,Sim***,-
56.11-2-05,"Bares e outros estabelecimentos especializados em servir bebidas, com entretenimento",Sim***,Laudo acústico + ART. Atestado dos bombeiros com ocupação de reunião de público
56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares",Não,-
56.11-2-04,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento",Sim***,Laudo acústico + ART. Atestado dos bombeiros com ocupação de reunião de público
56.20-1-03,Cantinas - serviços de alimentação privativos,Não,-
56.12-1-00,Serviços ambulantes de alimentação,Não,-
56.20-1-01,Fornecimento de alimentos preparados preponderantemente para empresas,Não,-
56.20-1-02,Serviços de alimentação para eventos e recepções - bufê,Não,-
56.20-1-04,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,Não,-
58.11-5-00,Edição de livros,Não,-
58.12-3-01,Edição de jornais diários,Não,-
58.12-3-02,Edição de jornais não diários,Não,-
58.13-1-00,Edição de revistas,Não,-
58.19-1-00,"Edição de cadastros, listas e outros produtos gráficos",Não,-
58.21-2-00,Edição integrada à impressão de livros,Não,-
58.22-1-01,Edição integrada à impressão de jornais diários,Não,-
58.22-1-02,Edição integrada à impressão de jornais não diários,Não,-
58.23-9-00,Edição integrada à impressão de revistas,Não,-
58.29-8-00,"Edição integrada à impressão de cadastros, listas e outros produtos gráficos",Não,-
59.11-1-01,Estúdios cinematográficos,Não,-
59.11-1-02,Produção de filmes para publicidade,Não,-
59.11-1-99,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",Não,-
59.12-0-01,Serviços de dublagem,Não,-
59.12-0-02,Serviços de mixagem sonora em produção audiovisual,Não,-
59.12-0-99,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",Não,-
59.13-8-00,"Distribuição cinematográfica, de vídeo e de programas de televisão",Não,-
59.14-6-00,Atividades de exibição cinematográfica,Não,-
59.20-1-00,Atividades de gravação de som e de edição de música,Não,-
60.10-1-00,Atividades de rádio,Não,Autorização da ANATEL; CMGDT
60.21-7-00,Atividades de televisão aberta,Não,-
60.22-5-01,Programadoras,Não,-
60.22-5-02,"Atividades relacionadas à televisão por assinatura, exceto programadoras",Não,-
61.10-8-01,Serviços de telefonia fixa comutada - STFC,Não,-
61.10-8-02,Serviços de redes de transporte de telecomunicações - SRTT,Não,-
61.10-8-03,Serviços de comunicação multimídia - SCM,Não,-
61.10-8-99,Serviços de telecomunicações por fio não especificados anteriormente,Não,-
61.20-5-01,Telefonia móvel celular,Não,-
61.20-5-02,Serviço móvel especializado - SME,Não,-
61.20-5-99,Serviços de telecomunicações sem fio não especificados anteriormente,Não,-
61.30-2-00,Telecomunicações por satélite,Não,-
61.41-8-00,Operadoras de televisão por assinatura por cabo,Não,-
61.42-6-00,Operadoras de televisão por assinatura por micro-ondas,Não,-
61.43-4-00,Operadoras de televisão por assinatura por satélite,Não,-
61.90-6-01,Provedores de acesso às redes de comunicações,Não,-
61.90-6-02,Provedores de voz sobre protocolo Internet - VOIP,Não,-
61.90-6-99,Outras atividades de telecomunicações não especificadas anteriormente,Não,-
62.01-5-01,Desenvolvimento de programas de computador sob encomenda,Não,-
62.01-5-02,Web desing,Não,-
62.02-3-00,Desenvolvimento e licenciamento de programas de computador customizáveis,Não,-
62.03-1-00,Desenvolvimento e licenciamento de programas de computador não customizáveis,Não,-
62.04-0-00,Consultoria em tecnologia da informação,Não,-
62.09-1-00,"Suporte técnico, manutenção e outros serviços em tecnologia da informação",Não,-
63.11-9-00,"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na Internet",Não,-
63.19-4-00,"Portais, provedores de conteúdo e outros serviços de informação na Internet",Não,-
63.91-7-00,Agências de notícias,Não,-
63.99-2-00,Outras atividades de prestação de serviços de informação não especificadas anteriormente,Não,-
64.10-7-00,Banco Central,Não,-
64.21-2-00,Bancos comerciais,Não,-
64.22-1-00,"Bancos múltiplos, com carteira comercial",Não,-
64.23-9-00,Caixas econômicas,Não,-
64.24-7-01,Bancos cooperativos,Não,-
64.24-7-02,Cooperativas centrais de crédito,Não,-
64.24-7-03,Cooperativas de crédito mútuo,Não,-
64.24-7-04,Cooperativas de crédito rural,Não,-
